"","target_taxon_name","...1","source_taxon_name","latitude","longitude","ISO_A2","NAME_ES","searched_taxon_name","country_name","Estatus.Taxonómico","Nombre.Válido","Autoridad","Rango.Taxonómico","Familia","Forma.biológica"
"1","Acacia",603,"Agapostemon (Agapostemon) angelicus",32.2493,-99.3939,"US","Estados Unidos","Acacia","Argentina|Brasil|Estados Unidos|México|Venezuela","Aceptado","Acacia","Mill.","Género","Fabaceae","Árbol|Arbusto|Bejuco|Herbácea"
"2","Acacia",604,"Agapostemon (Agapostemon) angelicus",32.5643,-99.2969,"US","Estados Unidos","Acacia","Argentina|Brasil|Estados Unidos|México|Venezuela","Aceptado","Acacia","Mill.","Género","Fabaceae","Árbol|Arbusto|Bejuco|Herbácea"
"3","Acer",275,"Agapostemon angelicus",NA,NA,NA,NA,"Acer","Estados Unidos","Aceptado","Acer","L.","Género","Sapindaceae","Árbol|Arbusto"
"4","Acer",287,"Agapostemon angelicus",37.8501,-111.3099,"US","Estados Unidos","Acer","Estados Unidos","Aceptado","Acer","L.","Género","Sapindaceae","Árbol|Arbusto"
"5","Achillea millefolium",485,"Agapostemon angelicus",37.3019,-111.1437,"US","Estados Unidos","Achillea millefolium","Canadá|Estados Unidos","Aceptado","Achillea millefolium","L.","Especie","Asteraceae","Herbácea"
"6","Achillea millefolium",251,"Agapostemon angelicus",NA,NA,NA,NA,"Achillea millefolium","Canadá|Estados Unidos","Aceptado","Achillea millefolium","L.","Especie","Asteraceae","Herbácea"
"7","Achillea millefolium",538,"Agapostemon angelicus",37.29953,-111.12777,"US","Estados Unidos","Achillea millefolium","Canadá|Estados Unidos","Aceptado","Achillea millefolium","L.","Especie","Asteraceae","Herbácea"
"8","Agoseris glauca",412,"Agapostemon angelicus",37.3101,-111.1318,"US","Estados Unidos","Agoseris glauca","Estados Unidos","Aceptado","Agoseris glauca","(Pursh) Raf.","Especie","Asteraceae","Herbácea"
"9","Agoseris glauca",242,"Agapostemon angelicus",NA,NA,NA,NA,"Agoseris glauca","Estados Unidos","Aceptado","Agoseris glauca","(Pursh) Raf.","Especie","Asteraceae","Herbácea"
"10","Allionia incarnata",60,"Agapostemon angelicus",31.32417,-109.27,"MX","MÃ©xico","Allionia incarnata","Estados Unidos|México","Aceptado","Allionia incarnata","L.","Especie","Nyctaginaceae","Herbácea"
"11","Allionia incarnata",48,"Agapostemon angelicus",31.3306,-109.21,"US","Estados Unidos","Allionia incarnata","Estados Unidos|México","Aceptado","Allionia incarnata","L.","Especie","Nyctaginaceae","Herbácea"
"12","Allionia incarnata",121,"Agapostemon angelicus",NA,NA,NA,NA,"Allionia incarnata","Estados Unidos|México","Aceptado","Allionia incarnata","L.","Especie","Nyctaginaceae","Herbácea"
"13","Allionia incarnata",28,"Agapostemon angelicus",31.33056,-109.21,"US","Estados Unidos","Allionia incarnata","Estados Unidos|México","Aceptado","Allionia incarnata","L.","Especie","Nyctaginaceae","Herbácea"
"14","Aloysia",648,"Agapostemon (Agapostemon) angelicus",29.3283,-103.43,"US","Estados Unidos","Aloysia","Estados Unidos|México","Aceptado","Aloysia","Paláu","Género","Verbenaceae","Arbusto"
"15","Amelanchier utahensis",422,"Agapostemon angelicus",37.29953,-111.12777,"US","Estados Unidos","Amelanchier utahensis","Estados Unidos","Aceptado","Amelanchier utahensis","Koehne","Especie","Rosaceae","Arbusto"
"16","Amelanchier utahensis",237,"Agapostemon angelicus",NA,NA,NA,NA,"Amelanchier utahensis","Estados Unidos","Aceptado","Amelanchier utahensis","Koehne","Especie","Rosaceae","Arbusto"
"17","Amorpha canescens",622,"Agapostemon (Agapostemon) angelicus",39.84111,-96.64694,"US","Estados Unidos","Amorpha canescens","Estados Unidos","Aceptado","Amorpha canescens","Pursh","Especie","Fabaceae","Arbusto"
"18","Artemisia",257,"Agapostemon angelicus",NA,NA,NA,NA,"Artemisia","Argentina|Estados Unidos","Aceptado","Artemisia","L.","Género","Asteraceae","Arbusto|Herbácea"
"19","Artemisia",365,"Agapostemon angelicus",37.7728,-111.4351,"US","Estados Unidos","Artemisia","Argentina|Estados Unidos","Aceptado","Artemisia","L.","Género","Asteraceae","Arbusto|Herbácea"
"20","Asclepias",608,"Agapostemon (Agapostemon) angelicus",32.94,-114.6103,"US","Estados Unidos","Asclepias","Estados Unidos","Aceptado","Asclepias","L.","Género","Apocynaceae","Arbusto|Herbácea"
"21","Asclepias",190,"Agapostemon angelicus",NA,NA,NA,NA,"Asclepias","Estados Unidos","Aceptado","Asclepias","L.","Género","Apocynaceae","Arbusto|Herbácea"
"22","Asclepias",318,"Agapostemon angelicus",37.84737,-111.35395,"US","Estados Unidos","Asclepias","Estados Unidos","Aceptado","Asclepias","L.","Género","Apocynaceae","Arbusto|Herbácea"
"23","Asclepias speciosa",331,"Agapostemon angelicus",37.7645,-111.4046,"US","Estados Unidos","Asclepias speciosa","Canadá|Estados Unidos","Aceptado","Asclepias speciosa","Torr.","Especie","Apocynaceae","Herbácea"
"24","Asclepias speciosa",243,"Agapostemon angelicus",NA,NA,NA,NA,"Asclepias speciosa","Canadá|Estados Unidos","Aceptado","Asclepias speciosa","Torr.","Especie","Apocynaceae","Herbácea"
"25","Aster",347,"Agapostemon angelicus",38.0937,-110.8386,"US","Estados Unidos","Aster","Canadá|Estados Unidos","Aceptado","Aster","L.","Género","Asteraceae","Herbácea"
"26","Asteraceae",366,"Agapostemon angelicus",37.8388,-111.621,"US","Estados Unidos","Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"27","Asteraceae",527,"Agapostemon angelicus",37.3101,-111.1318,"US","Estados Unidos","Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"28","Asteraceae",503,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos","Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"29","Asteraceae",197,"Agapostemon angelicus",NA,NA,NA,NA,"Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"30","Asteraceae",76,"Agapostemon angelicus",31.32222,-109.07972,"MX","MÃ©xico","Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"31","Asteraceae",385,"Agapostemon angelicus",37.7894,-111.1682,"US","Estados Unidos","Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"32","Asteraceae",560,"Agapostemon angelicus",37.2298,-112.1165,"US","Estados Unidos","Asteraceae","Canadá|Estados Unidos|Grecia|México|Pakistán","Aceptado","Asteraceae","Bercht. & J. Presl","Familia","Asteraceae",""
"33","Asteroideae",596,"Agapostemon angelicus",35.7926750002,-105.7911045412,"US","Estados Unidos","Asteroideae","Canadá|Estados Unidos","Aceptado","Asteroideae","(Cass.) Lindl.","Subfamilia","Asteraceae",""
"34","Asteroideae",597,"Agapostemon angelicus",35.6869752,-105.937799,"US","Estados Unidos","Asteroideae","Canadá|Estados Unidos","Aceptado","Asteroideae","(Cass.) Lindl.","Subfamilia","Asteraceae",""
"35","Astragalus",361,"Agapostemon angelicus",37.6447,-111.0702,"US","Estados Unidos","Astragalus","Canadá|Chile|Estados Unidos","Aceptado","Astragalus","L.","Género","Fabaceae","Arbusto|Herbácea"
"36","Astragalus allochrous",116,"Agapostemon angelicus",NA,NA,NA,NA,"Astragalus allochrous","México","Aceptado","Astragalus allochrous","A. Gray","Especie","Fabaceae","Arbusto|Herbácea"
"37","Astragalus allochrous",71,"Agapostemon angelicus",31.32507,-109.09158,"MX","MÃ©xico","Astragalus allochrous","México","Aceptado","Astragalus allochrous","A. Gray","Especie","Fabaceae","Arbusto|Herbácea"
"38","Atriplex canescens",103,"Agapostemon angelicus",NA,NA,NA,NA,"Atriplex canescens","Estados Unidos","Aceptado","Atriplex canescens","(Pursh) Nutt.","Especie","Amaranthaceae","Arbusto"
"39","Atriplex canescens",27,"Agapostemon angelicus",31.33056,-109.21,"US","Estados Unidos","Atriplex canescens","Estados Unidos","Aceptado","Atriplex canescens","(Pursh) Nutt.","Especie","Amaranthaceae","Arbusto"
"40","Baccharis douglasii",136,"Agapostemon angelicus",31.93405,-109.11673,"US","Estados Unidos","Baccharis douglasii","Estados Unidos","Sinónimo","Baccharis glutinosa","Pers.","Especie","Asteraceae","Arbusto"
"41","Baccharis neglecta",2,"Agapostemon angelicus",26.8336,-102.162,"MX","MÃ©xico","Baccharis neglecta","México","Aceptado","Baccharis neglecta","Britton","Especie","Asteraceae","Arbusto"
"42","Bahia absinthifolia",129,"Agapostemon angelicus",NA,NA,NA,NA,"Bahia absinthifolia","Estados Unidos|México","Sinónimo","Picradeniopsis absinthifolia","(Benth.) B.G.Baldwin","Especie","Asteraceae","Herbácea"
"43","Baileya multiradiata",16,"Agapostemon angelicus",31.3071,-109.25682,"MX","MÃ©xico","Baileya multiradiata","Estados Unidos|México","Aceptado","Baileya multiradiata","Harv. & A.Gray ex Torr.","Especie","Asteraceae","Herbácea"
"44","Baileya multiradiata",86,"Agapostemon angelicus",NA,NA,NA,NA,"Baileya multiradiata","Estados Unidos|México","Aceptado","Baileya multiradiata","Harv. & A.Gray ex Torr.","Especie","Asteraceae","Herbácea"
"45","Berberis wilcoxii",632,"Agapostemon (Agapostemon) angelicus",33.55806,-105.7072,"US","Estados Unidos","Berberis wilcoxii","Estados Unidos","Aceptado","Berberis wilcoxii","Kearney","Especie","Berberidaceae","Arbusto"
"46","Berlandiera",661,"Agapostemon (Agapostemon) angelicus",31.83528,-109.0306,"US","Estados Unidos","Berlandiera","Estados Unidos","Aceptado","Berlandiera","DC.","Género","Asteraceae","Herbácea"
"47","Bigelowia",653,"Agapostemon (Agapostemon) angelicus",36.21833,-105.8728,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"48","Bigelowia",638,"Agapostemon (Agapostemon) angelicus",36.2075,-105.9606,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"49","Brassicaceae",580,"Agapostemon angelicus",37.2775,-112.3279,"US","Estados Unidos","Brassicaceae","Canadá|Estados Unidos|México","Aceptado","Brassicaceae","Burnett","Familia","Brassicaceae",""
"50","Brassicaceae",383,"Agapostemon angelicus",37.9664,-111.1445,"US","Estados Unidos","Brassicaceae","Canadá|Estados Unidos|México","Aceptado","Brassicaceae","Burnett","Familia","Brassicaceae",""
"51","Brassicaceae",226,"Agapostemon angelicus",NA,NA,NA,NA,"Brassicaceae","Canadá|Estados Unidos|México","Aceptado","Brassicaceae","Burnett","Familia","Brassicaceae",""
"52","Brassicaceae",565,"Agapostemon angelicus",37.3066,-111.1437,"US","Estados Unidos","Brassicaceae","Canadá|Estados Unidos|México","Aceptado","Brassicaceae","Burnett","Familia","Brassicaceae",""
"53","Brassicaceae",579,"Agapostemon angelicus",37.5068,-111.349,"US","Estados Unidos","Brassicaceae","Canadá|Estados Unidos|México","Aceptado","Brassicaceae","Burnett","Familia","Brassicaceae",""
"54","Calochortus aureus",497,"Agapostemon angelicus",37.4284,-111.2203,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"55","Calochortus aureus",297,"Agapostemon angelicus",37.537,-111.322,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"56","Calochortus aureus",214,"Agapostemon angelicus",NA,NA,NA,NA,"Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"57","Calochortus aureus",496,"Agapostemon angelicus",37.3001,-111.13506,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"58","Calochortus aureus",486,"Agapostemon angelicus",37.276,-111.1162,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"59","Calochortus aureus",571,"Agapostemon angelicus",37.5188,-111.3177,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"60","Calochortus aureus",504,"Agapostemon angelicus",37.2982,-111.113,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"61","Calochortus aureus",469,"Agapostemon angelicus",37.3066,-111.1437,"US","Estados Unidos","Calochortus aureus","Estados Unidos","Aceptado","Calochortus aureus","S. Watson","Especie","Liliaceae","Herbácea"
"62","Calycoseris wrightii",45,"Agapostemon angelicus",31.33333,-109.24028,"US","Estados Unidos","Calycoseris wrightii","Estados Unidos|México","Aceptado","Calycoseris wrightii","A. Gray","Especie","Asteraceae","Herbácea"
"63","Calycoseris wrightii",120,"Agapostemon angelicus",NA,NA,NA,NA,"Calycoseris wrightii","Estados Unidos|México","Aceptado","Calycoseris wrightii","A. Gray","Especie","Asteraceae","Herbácea"
"64","Centaurea",605,"Agapostemon (Agapostemon) angelicus",42.86667,-106.8056,"US","Estados Unidos","Centaurea","Argelia|Austria|Canadá|España|Estados Unidos|Grecia","Aceptado","Centaurea","L.","Género","Asteraceae","Arbusto|Herbácea"
"65","Centaurea diffusa",4,"Agapostemon angelicus",40.09611,-105.27944,"US","Estados Unidos","Centaurea diffusa","Estados Unidos","Aceptado","Centaurea diffusa","Lam.","Especie","Asteraceae","Herbácea"
"66","Cercidium",629,"Agapostemon (Agapostemon) angelicus",30.5881,-103.81,"US","Estados Unidos","Cercidium","Estados Unidos|México","Sinónimo","Parkinsonia","Plum. ex L.","Género","Fabaceae","Árbol|Arbusto"
"67","Cevallia sinuata",9,"Agapostemon angelicus",32.12637,-109.51418,"US","Estados Unidos","Cevallia sinuata","Estados Unidos|México","Aceptado","Cevallia sinuata","Lag.","Especie","Loasaceae","Arbusto|Herbácea"
"68","Chaenactis stevioides",123,"Agapostemon angelicus",NA,NA,NA,NA,"Chaenactis stevioides","Estados Unidos|México","Aceptado","Chaenactis stevioides","Hook. & Arn.","Especie","Asteraceae","Herbácea"
"69","Chaenactis stevioides",41,"Agapostemon angelicus",31.33333,-109.24028,"US","Estados Unidos","Chaenactis stevioides","Estados Unidos|México","Aceptado","Chaenactis stevioides","Hook. & Arn.","Especie","Asteraceae","Herbácea"
"70","Chaenactis stevioides",585,"Agapostemon angelicus",37.0844,-111.9288,"US","Estados Unidos","Chaenactis stevioides","Estados Unidos|México","Aceptado","Chaenactis stevioides","Hook. & Arn.","Especie","Asteraceae","Herbácea"
"71","Chaetopappa ericoides",117,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Chamaesaracha",106,"Agapostemon angelicus",NA,NA,NA,NA,"Chamaesaracha","Estados Unidos|México","Aceptado","Chamaesaracha","(A. Gray) Benth. & Hook. f.","Género","Solanaceae","Herbácea"
"73","Chrysothamnus",364,"Agapostemon angelicus",37.8651,-111.317,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"74","Chrysothamnus",419,"Agapostemon angelicus",37.2674,-111.905,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"75","Chrysothamnus",643,"Agapostemon (Agapostemon) angelicus",37.41667,-113.6236,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"76","Chrysothamnus",321,"Agapostemon angelicus",37.9199,-111.1398,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"77","Chrysothamnus",295,"Agapostemon angelicus",37.8398,-111.1165,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"78","Chrysothamnus",475,"Agapostemon angelicus",37.5068,-111.349,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"79","Chrysothamnus",200,"Agapostemon angelicus",NA,NA,NA,NA,"Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"80","Chrysothamnus",424,"Agapostemon angelicus",37.29953,-111.12777,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"81","Chrysothamnus",507,"Agapostemon angelicus",37.4764,-111.8874,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"82","Chrysothamnus",652,"Agapostemon (Agapostemon) angelicus",37.33806,-113.6922,"US","Estados Unidos","Chrysothamnus","Estados Unidos","Aceptado","Chrysothamnus","Nutt.","Género","Asteraceae","Arbusto"
"83","Chrysothamnus depressus",280,"Agapostemon angelicus",38.0126,-111.3754,"US","Estados Unidos","Chrysothamnus depressus","Estados Unidos","Aceptado","Chrysothamnus depressus","Nutt.","Especie","Asteraceae","Arbusto"
"84","Chrysothamnus depressus",382,"Agapostemon angelicus",37.6869,-111.5039,"US","Estados Unidos","Chrysothamnus depressus","Estados Unidos","Aceptado","Chrysothamnus depressus","Nutt.","Especie","Asteraceae","Arbusto"
"85","Chrysothamnus depressus",271,"Agapostemon angelicus",NA,NA,NA,NA,"Chrysothamnus depressus","Estados Unidos","Aceptado","Chrysothamnus depressus","Nutt.","Especie","Asteraceae","Arbusto"
"86","Chrysothamnus greenei",265,"Agapostemon angelicus",NA,NA,NA,NA,"Chrysothamnus greenei","Estados Unidos","Aceptado","Chrysothamnus greenei","(A.Gray) Greene","Especie","Asteraceae","Arbusto"
"87","Chrysothamnus greenei",441,"Agapostemon angelicus",37.2634,-112.2565,"US","Estados Unidos","Chrysothamnus greenei","Estados Unidos","Aceptado","Chrysothamnus greenei","(A.Gray) Greene","Especie","Asteraceae","Arbusto"
"88","Cirsium",406,"Agapostemon angelicus",37.8175,-111.1785,"US","Estados Unidos","Cirsium","Canadá|Estados Unidos|Estados Unidos|Canadá|México","Aceptado","Cirsium","Mill.","Género","Asteraceae","Herbácea"
"89","Cirsium",244,"Agapostemon angelicus",NA,NA,NA,NA,"Cirsium","Canadá|Estados Unidos|Estados Unidos|Canadá|México","Aceptado","Cirsium","Mill.","Género","Asteraceae","Herbácea"
"90","Cirsium",458,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos","Cirsium","Canadá|Estados Unidos|Estados Unidos|Canadá|México","Aceptado","Cirsium","Mill.","Género","Asteraceae","Herbácea"
"91","Cirsium",349,"Agapostemon angelicus",37.7761,-111.4196,"US","Estados Unidos","Cirsium","Canadá|Estados Unidos|Estados Unidos|Canadá|México","Aceptado","Cirsium","Mill.","Género","Asteraceae","Herbácea"
"92","Cirsium scariosum",290,"Agapostemon angelicus",38.099,-111.3137,"US","Estados Unidos","Cirsium scariosum","Estados Unidos","Aceptado","Cirsium scariosum","Nutt.","Especie","Asteraceae","Herbácea"
"93","Cirsium vulgare",593,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos","Cirsium vulgare","Canadá|Dinamarca|Estados Unidos","Aceptado","Cirsium vulgare","(Savi) Ten.","Especie","Asteraceae","Herbácea"
"94","Cirsium vulgare",259,"Agapostemon angelicus",NA,NA,NA,NA,"Cirsium vulgare","Canadá|Dinamarca|Estados Unidos","Aceptado","Cirsium vulgare","(Savi) Ten.","Especie","Asteraceae","Herbácea"
"95","Cleome",615,"Agapostemon (Agapostemon) angelicus",35.55948,-111.6506,"US","Estados Unidos","Cleome","Estados Unidos","Aceptado","Cleome","L.","Género","Cleomaceae","Arbusto|Herbácea"
"96","Cleome",650,"Agapostemon (Agapostemon) angelicus",39.29389,-112.6275,"US","Estados Unidos","Cleome","Estados Unidos","Aceptado","Cleome","L.","Género","Cleomaceae","Arbusto|Herbácea"
"97","Cleome",623,"Agapostemon (Agapostemon) angelicus",41.82111,-113.4,"US","Estados Unidos","Cleome","Estados Unidos","Aceptado","Cleome","L.","Género","Cleomaceae","Arbusto|Herbácea"
"98","Convolvulus",609,"Agapostemon (Agapostemon) angelicus",NA,NA,NA,NA,"Convolvulus","Estados Unidos|Grecia|Venezuela","Aceptado","Convolvulus","L.","Género","Convolvulaceae","Arbusto|Herbácea|Trepador"
"99","Convolvulus arvensis",368,"Agapostemon angelicus",37.5412,-112.1401,"US","Estados Unidos","Convolvulus arvensis","Estados Unidos|Grecia|México","Aceptado","Convolvulus arvensis","L.","Especie","Convolvulaceae","Herbácea|Trepador"
"100","Convolvulus arvensis",248,"Agapostemon angelicus",NA,NA,NA,NA,"Convolvulus arvensis","Estados Unidos|Grecia|México","Aceptado","Convolvulus arvensis","L.","Especie","Convolvulaceae","Herbácea|Trepador"
"101","Convolvulus arvensis",174,"Agapostemon angelicus",33.71,-101.6,"US","Estados Unidos","Convolvulus arvensis","Estados Unidos|Grecia|México","Aceptado","Convolvulus arvensis","L.","Especie","Convolvulaceae","Herbácea|Trepador"
"102","Cordylanthus wrightii",260,"Agapostemon angelicus",NA,NA,NA,NA,"Cordylanthus wrightii","Estados Unidos","Aceptado","Cordylanthus wrightii ","A. Gray","Especie","Orobanchaceae","Herbácea"
"103","Cordylanthus wrightii",550,"Agapostemon angelicus",37.303,-112.2742,"US","Estados Unidos","Cordylanthus wrightii","Estados Unidos","Aceptado","Cordylanthus wrightii ","A. Gray","Especie","Orobanchaceae","Herbácea"
"104","Crepis",234,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Crepis",488,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"106","Croton",150,"Agapostemon angelicus",31.35,-106.4667,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"107","Cryptantha",97,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Cryptantha",557,"Agapostemon angelicus",37.3603,-112.185,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
